gbpusd	hangseng	jpm	ms	nasdaq	nikkei	nya	sp500	usdeur	usdjpy	vix
1.6629	4100.0	56.8	31.1	4245.0	14327.6602	10285.0996	1841.13	0.7212	101.46	17.82
1.6644	21473.9004	57.58	31.37	4280.0	14277.6699	10377.0	1858.83	0.7188	101.63	15.64
1.6574	21583.5	58.06	31.65	4333.0	14411.2695	10441.5	1872.25	0.718	101.36	14.52
1.6628	4400.0	58.3	31.81	4308.0	14462.5195	10359.5	1860.77	0.7178	101.55	15.12
1.651	21182.1992	60.11	32.79	4319.0	14224.2305	0.0	1872.01	0.7236	102.4	14.52
1.6494	21436.6992	60.17	32.6	4277.0		0.0	1866.52	0.7256	102.37	15.0
1.6489	4500.0	61.07	32.44	4226.0	14475.2998	0.0	1857.4399	0.7249	102.23	15.09
1.6506	21732.3008	60.93	31.59	4234.0	14423.1904	10417.0996	1865.62	0.7226	102.32	14.02
1.6565	4800.0	59.9	31.22	4174.0	14477.1602	10359.4004	1852.5601	0.7236	102.31	14.93
1.6611	4700.0	59.92	30.9	4151.0	14622.8896	10373.4004	1849.04	0.7256	102.13	14.62
1.6636	4800.0	60.04	30.91	4156.0	14696.0303	0.0	1857.62	0.7277	102.93	14.41
1.6673	22151.0996	60.71	31.17	4199.0	14827.8301	0.0	1872.34	0.7272	102.98	13.88
1.6636	4200.0	60.67	31.21	4268.0	14791.9902	10584.2998	1885.52	0.7259	103.57	13.1
1.6635	4100.0	60.48	31.41	4276.0	14946.3203	0.0	1890.9	0.7249	103.72	13.09
1.6586	4300.0	60.66	30.95	4238.0	15071.8799	0.0	1888.77	0.7263	103.89	13.37
1.659	22510.0996	59.81	30.37	4128.0	15063.7695	10517.0	1865.09	0.7287	103.58	13.96
1.6611	4200.0	59.0	29.52	4080.0	14808.8496	10407.4004	1845.04	0.7297	103.13	15.57
1.6749	22597.0	58.85	29.53	4113.0	14606.8799	10452.0	1851.96	0.7276	102.11	14.89
1.6748	4200.0	59.27	30.22	4184.0	14299.6904	0.0	1872.1801	0.725	101.85	13.82
1.6775	23187.0	57.4	29.25	4054.0	14300.1201	10366.7998	1833.08	0.7218	101.52	15.89
1.6721	4200.0	55.3	28.47	4000.0	13960.0498	0.0	1815.6899	0.7201	101.63	17.03
1.6735	23038.8008	54.96	29.06	4023.0	13910.1602	0.0	1830.61	0.7222	101.85	16.11
1.673	3900.0	54.8	29.55	4034.0	13996.8096	0.0	1842.98	0.7237	101.65	15.61
1.6791	4000.0	55.26	29.89	4086.0	14417.6797	10505.7998	1862.3101	0.724	102.27	14.18
1.6808	4100.0	55.22	30.76	4096.0	14417.5303	10532.7998	1864.85	0.7232	102.26	13.36
					14516.2695			0.724		
	3800.0	55.03	30.98	4122.0	14512.3799	10559.2998	1871.89	0.7238		13.25
1.6823	0.79	55.81	31.2	4161.0	14388.7695	10599.0	1879.55	0.7249	102.6	13.19
1.6779	3600.0	56.05	31.04	4127.0	14546.2695	0.0	1875.39	0.7241	102.38	13.27
1.68	22562.8008	56.19	30.94	4148.0	14404.9902	10575.9004	1878.61	0.7236	102.24	13.32
1.6811	22223.5	55.7	30.58	4076.0	14429.2598	0.0	1863.4	0.723	102.03	14.06
1.6807	3500.0	55.49	29.99	4074.0	14288.2305	10526.5	1869.4301	0.7225	102.59	13.97
1.6843	22453.9004	56.1	30.52	4104.0		0.0	1878.33	0.7219	102.55	13.71
1.6885	3500.0	55.98	30.93	4115.0	14304.1104	0.0	1883.95	0.7239	102.15	13.41
1.6895	3500.0	55.72	31.22	4127.0	14485.1299	10629.2998	1883.6801	0.721	102.27	13.25
1.6872	22260.6992	55.58	30.69	4124.0	14457.5098	10630.0	1881.14	0.7209	102.26	12.91
	21976.3008	54.22	30.07	4138.0		0.0	1884.66	0.7208		13.29
1.6992	3200.0	53.34	29.46	4081.0		10568.7002	1867.72	0.7207	101.55	13.8
1.6965	3200.0	54.05	29.7	4068.0	14033.4502	0.0	1878.21	0.7178	101.7	13.4
1.6953	0.739	54.36	29.69	4052.0	14163.7803	10610.5996	1875.63	0.7188	101.6	13.43
1.6841	21863.0	54.01	29.68	4072.0	14199.5898	0.0	1878.48	0.7223	101.71	12.92
1.6872	22261.5996	54.65	30.33	4144.0	14149.5195	0.0	1896.65	0.7267	102.11	12.23
1.6838	2600.0	54.62	30.33	4130.0	14425.4404	10702.9004	1897.45	0.7269	102.23	12.13
1.6777	22582.8008	54.36	30.25	4101.0	14405.7598	0.0	1888.53	0.7294	101.8	12.17
1.6795	22730.9004	53.51	29.77	4069.0	14298.21	10568.4004	1870.85	0.7289	101.57	13.17
1.6829	22712.9004	53.31	30.14	4091.0	14096.5898	10603.2002	1877.86	0.729	101.46	12.44
1.6827	22704.5	53.83	30.16	4126.0	14006.4404	0.0	1885.08	0.7298	101.17	12.42
1.6847	22834.6992	53.72	29.71	4097.0	14075.25	0.0	1872.83	0.7292	101.35	12.96
1.6878	22836.5	54.12	30.01	4132.0	14042.1699	0.0	1888.03	0.7297	101.49	11.91
1.6859	22953.8008	54.55	30.39	4154.0	14337.79	0.0	1892.49	0.7309	101.67	12.03
1.6842	22965.9004	54.53	30.49	4186.0	14462.1699	0.0	1900.53	0.7324	101.82	11.36
					14602.5195			0.7337		
1.6803	22944.3008	55.14	31.12	4237.0	14636.5195	0.0	1911.91	0.7325	102.07	11.51
1.6706	23080.0	55.45	30.93	4225.0	14670.9502	0.0	1909.78	0.7333	101.76	11.68
1.6716	23010.0996	55.72	31.13	4248.0	14681.7197	0.0	1920.03	0.7357	101.54	11.57
1.6774	23081.6992	55.57	30.86	4243.0	14632.3799	0.0	1923.5699	0.735	101.73	11.4
1.6757	3200.0	55.35	30.9	4237.0	14935.9199	0.0	1924.97	0.7338	102.17	11.58
1.6738	23291.0	55.6	30.85	4234.0	15034.25	0.0	1924.24	0.7353	102.43	11.87
1.6754	23151.6992	55.68	31.2	4252.0	15067.96	0.0	1927.88	0.7342	102.64	12.08
1.6792	23109.6992	56.63	31.63	4296.0	15079.3701	10847.7002	1940.46	0.7351	102.46	11.68
1.679	22951.0	56.97	31.95	4321.0	15077.2402	10904.2002	1949.4399	0.732	102.56	10.73
1.6794	23117.5	57.42	31.98	4336.0	15124.0	10918.5996	1951.27	0.733	102.56	11.15
1.6761	23315.6992	57.9	32.08	4338.0	14994.7998	10914.2002	1950.79	0.7357	102.41	10.99
1.6788	23257.3008	57.27	31.69	4332.0	15069.4805	10872.7002	1943.89	0.7385	101.91	11.6
1.6842	23175.0	57.04	31.73	4298.0	14973.5303	10825.0	1930.11	0.7387	101.81	12.56
1.6961	23319.1992	57.04	31.59	4311.0	15097.8398	10856.2002	1936.16	0.7378	102.08	12.18
1.6986	23300.6992	56.87	31.71	4321.0	14933.29	10863.2002	1937.78	0.7387	101.89	12.65
1.6969	0.649	57.42	32.5	4337.0	14975.9697	10886.0	1941.99	0.7365	102.17	12.06
1.6939	23181.6992	57.78	32.66	4363.0	15115.7998	10975.5	1956.98	0.7381	102.14	10.61
1.7055	0.667	57.3	32.54	4359.0	15361.1602	11003.0996	1959.48	0.7358	101.81	10.62
1.7018	3200.0	57.55	32.29	4368.0	15349.4199	0.0	1962.87	0.7347	102.15	10.85
1.7008	3300.0	58.19	32.52	4369.0	15369.2803	11014.0996	1962.61	0.7357	101.89	10.98
1.6971	3200.0	57.42	32.03	4350.0	15376.2402	10922.0	1949.98	0.7352	102.14	12.13
1.6981	0.632	57.53	32.23	4380.0	15266.6104	10962.9004	1959.53	0.735	101.81	11.59
1.7007	23197.8008	57.39	31.89	4379.0	15308.4902	10949.5	1957.22	0.7337	101.55	11.63
1.7016	23221.5	57.53	31.55	4398.0	15095.0	0.0	1960.96	0.7346	101.37	11.26
1.7097	3300.0	57.62	32.33	4408.0	15162.0996	10979.4004	1960.23	0.7329	101.3	11.57
1.7138	0.636	57.57	32.32	4459.0	15326.2002	11046.5996	1973.3199	0.7303	101.53	11.15
1.7169	0.649	56.97	32.49	4458.0	15369.9697	11050.2998	1974.62	0.7309	101.76	10.82
1.7143	3200.0	57.05	32.62	4486.0	15348.29	0.0	1985.4399	0.7324	102.19	10.32
1.7148					15437.1299			0.7348	102.07	
1.7129	3300.0	56.67	32.39	4452.0	15379.4404	0.0	1977.65	0.7359	101.85	11.33
1.712	23541.4004	55.76	31.75	4391.0	15314.4102	10963.2002	1963.71	0.735	101.55	11.98
1.7138	23176.0996	56.02	32.01	4419.0	15302.6504	0.0	1972.83	0.7344	101.69	11.65
1.7111	3400.0	55.56	31.68	4396.0	15216.4697	0.0	1964.6801	0.733	101.29	12.59
1.7102	23233.4004	55.8	31.41	4415.0	15164.04	0.0	1967.5699	0.735	101.3	12.08
1.7089	3500.0	56.29	31.81	4440.0	15296.8203	10991.5	1977.1	0.7351	101.57	11.82
1.7143	23460.0	58.27	32.0	4416.0	15395.1602	10965.5996	1973.28	0.7341	101.7	11.96
1.7142	0.546	58.71	32.5	4426.0	15379.2998	11017.9004	1981.5699	0.7368	101.67	11.0
1.7094	0.542	57.86	32.3	4363.0	15370.2598	10890.4004	1958.12	0.7391	101.55	14.54
1.7067	23454.8008	58.23	32.64	4432.0	15215.71	10985.9004	1978.22	0.7397	101.39	12.06
1.7065	23387.0996	58.24	32.55	4425.0		0.0	1973.63	0.739	101.33	12.81
1.7058	3400.0	58.67	32.91	4456.0	15343.2803	0.0	1983.53	0.7393	101.5	12.24
1.7041	0.5	59.0	33.35	4474.0	15328.5596	0.0	1987.01	0.7425	101.52	11.52
1.6974	0.49	59.17	33.4	4472.0	15284.4199	11038.5996	1987.98	0.7428	101.77	11.84
1.6975	24216.0	59.01	33.24	4450.0	15457.8701	10985.7998	1978.34	0.7427	101.82	12.69
1.7	3300.0	59.19	33.07	4445.0	15529.4004	0.0	1978.91	0.7447	101.78	12.56
1.6946	3200.0	58.64	32.65	4443.0	15618.0703	10936.7002	1969.95	0.7441	102.14	13.28
1.6903	24732.1992	58.91	33.34	4463.0	15646.2305	10929.7998	1970.0699	0.7457	102.8	13.33
1.6883	24756.8008	57.67	32.34	4370.0	15620.7695	0.0	1930.67	0.7465	102.83	16.95
1.6839	24532.4004	56.48	31.6	4353.0	15523.1104	10692.2002	1925.15	0.7468	102.47	17.03
1.684	24600.0996	56.65	31.83	4384.0	15474.5	0.0	1938.99	0.7447	102.45	15.12
1.6871	0.464	56.06	31.41	4353.0	15320.3096	0.0	1920.21	0.745	102.84	16.87
1.6833	0.46	56.23	31.56	4355.0	15159.79	0.0	1920.24	0.7478	102.37	16.37
1.6843	24387.5996	55.91	31.36	4335.0	15232.3701	10583.7998	1909.5699	0.7472	102.18	16.66
1.6797	24331.4004	56.34	31.95	4371.0	14778.3701	10691.0996	1931.59	0.7486	101.84	15.77
1.679	24646.0	56.32	32.08	4401.0	15130.5195	0.0	1936.92	0.746	102.11	14.23
1.6806	0.43	56.35	32.01	4389.0	15161.3096	0.0	1933.75	0.7471	102.19	14.13
1.6694	24890.3008	56.72	32.02	4434.0	15213.6299	0.0	1946.72	0.7482	102.37	12.9
1.6686	24801.4004	56.98	32.17	4453.0	15314.5703	0.0	1955.1801	0.7481	102.45	12.42
1.6685	24954.9004	56.75	32.22	4465.0	15318.3398	10796.0	1955.0601	0.7483	102.36	13.15
1.6723	24955.5	57.23	32.61	4508.0	15322.5996	10886.5	1971.74	0.7468	102.55	12.32
1.6618	0.459	57.56	32.53	4528.0	15449.79	0.0	1981.6	0.7484	102.82	12.21
1.6646	25159.8008	57.64	32.54	4526.0	15454.4502	0.0	1986.51	0.7506	103.32	11.78
1.6597	24994.0996	58.5	33.03	4532.0	15586.2002	10982.7998	1992.37	0.7541	103.79	11.76
1.657	25112.1992	58.49	33.47	4539.0	15539.1904	0.0	1988.4	0.753	104.1	11.47
	3100.0	59.34	34.2	4557.0	15613.25	11005.4004	1997.92	0.7577		11.7
1.6577	25074.5	59.74	34.4	4571.0	15521.2197	11025.4004	2000.02	0.7582	104.03	11.63
1.6584	24918.8008	59.59	34.13	4570.0	15534.8203	0.0	2000.12	0.7593	103.93	11.78
1.6582	24741.0	59.16	34.06	4558.0	15459.8604	0.0	1996.74	0.7581	103.75	12.05
1.6608	3100.0	59.45	34.31	4580.0	15424.5898	0.0	2003.37	0.7584	103.88	12.09
1.6615					15476.5996			0.7617	104.25	
1.6507	0.439	59.67	34.55	4598.0	15668.5996	0.0	2002.28	0.7615	105.14	12.25
1.6452	25317.9004	59.7	34.56	4573.0	15728.3496	0.0	2000.72	0.7615	104.93	12.36
1.6398	25297.9004	59.71	34.7	4562.0	15676.1797	0.0	1997.65	0.7604	105.12	12.64
1.6321	25240.1992	59.91	34.63	4583.0	15668.6797	0.0	2007.71	0.7732	104.89	12.09
1.6161	3100.0	59.89	34.86	4592.0	15705.1104	0.0	2001.54	0.772	105.39	12.66
1.6106	18.04	59.06	33.91	4552.0	15749.1504	0.0	1988.4399	0.7757	106.23	13.5
1.6146	24705.4004	59.22	34.33	4587.0	15788.7803	0.0	1995.6899	0.7727	106.68	12.88
1.6234	0.4	59.76	34.73	4592.0	15909.2002	0.0	1997.45	0.7742	106.82	12.8
1.6228	0.417	60.03	35.01	4568.0	15948.29	0.0	1985.54	0.7738	107.37	13.31
1.6234	24357.0	59.94	35.21	4519.0		0.0	1984.13	0.7716	107.24	14.12
1.6218	24136.0	59.99	35.11	4553.0	15911.5303	0.0	1998.98	0.7728	107.18	12.73
1.6324	24376.4004	60.31	35.56	4562.0	15888.6699	0.0	2001.5699	0.7717	107.49	12.65
1.6389	24168.6992	61.32	36.13	4593.0	16067.5703	0.0	2011.36	0.7782	108.65	12.03
1.6312	24306.1992	61.11	35.76	4580.0	16321.1699	0.0	2010.4	0.774	108.98	12.11
1.6327	23955.5	60.91	35.18	4528.0	16205.9004	0.0	1994.29	0.7787	109.01	13.69
1.636	23837.0996	60.94	35.02	4509.0		0.0	1982.77	0.7781	108.86	14.93
1.6347	23921.5996	61.63	34.98	4555.0	16167.4502	0.0	1998.3	0.778	108.8	13.27
1.6325	23768.0996	60.15	34.22	4467.0	16374.1396	0.0	1965.99	0.7826	108.72	15.64
1.6244	23678.4004	60.56	34.65	4512.0	16229.8604	0.0	1982.85	0.7839	109.2	14.85
1.6242	23229.1992	60.33	34.5	4506.0	16310.6396	0.0	1977.8	0.7891	109.36	15.98
1.6212	22933.0	60.24	34.57	4493.0	16173.5195	0.0	1972.29	0.788	109.7	16.31
1.6203	16.125	59.77	33.96	4422.0	16082.25	0.0	1946.16	0.7919	109.59	16.71
1.6118	15.85	58.84	34.28	4430.0	15661.9902	0.0	1946.17	0.7921	108.5	16.16
1.5962	23064.5996	60.3	35.05	4476.0	15708.6504	0.0	1967.9	0.7892	109.76	14.55
1.6007	0.338	60.18	34.99	4455.0	15890.9502	0.0	1964.8199	0.7991	109.18	15.46
1.6084	23422.5	59.27	34.02	4385.0	15783.8301	0.0	1935.1	0.7908	108.31	17.2
1.6076	23263.3008	60.4	34.5	4469.0	15595.9805	0.0	1968.89	0.7894	108.28	15.11
1.6163	23534.5	59.08	33.3	4378.0	15478.9297	10409.4004	1928.21	0.7847	107.91	18.76
1.603	23088.5	58.52	32.94	4276.0	15300.5498	10293.0996	1906.13	0.7881	107.91	21.24
1.6057	23143.4004	58.16	32.85	4214.0		0.0	1874.74	0.7912	107.35	24.64
1.5918	23048.0	57.99	33.01	4227.0	14936.5098	0.0	1877.7	0.7859	107.06	22.79
1.5942	0.261	55.53	32.61	4215.0	15073.5195	0.0	1862.49	0.7912	106.21	25.27
1.602	22900.9004	55.08	32.53	4217.0	14738.3799	0.0	1862.76	0.7799	106.09	25.2
1.6096	23023.1992	56.2	33.22	4258.0	14532.5098	10250.5	1886.76	0.781	106.66	21.99
1.6131	23070.3008	56.63	33.32	4316.0	15111.2305	0.0	1904.01	0.7843	106.89	18.57
1.6132	2800.0	57.93	34.06	4419.0	14804.2803	10500.7998	1941.28	0.7815	106.71	16.08
1.6051	23404.0	57.45	33.43	4383.0	15195.7695	10405.7998	1927.11	0.7865	107.22	17.87
1.6032	2600.0	58.06	33.96	4453.0	15138.96	10519.2998	1950.8199	0.7911	108.14	16.53
1.6083	0.307	58.74	34.32	4484.0	15291.6396	10582.5996	1964.58	0.7903	108.17	16.11
1.6133	23143.1992	58.64	33.96	4486.0	15388.7197	10544.4004	1961.63	0.7889	107.71	16.04
1.6156	0.307	59.63	34.36	4564.0	15329.9102	0.0	1985.05	0.7873	108.01	14.39
1.6149	2800.0	59.29	34.39	4549.0	15553.9102	0.0	1982.3	0.785	108.11	15.15
1.6023	23702.0	59.39	34.52	4566.0	15658.2002	10712.2002	1994.65	0.7916	108.97	14.52
1.5999	2900.0	60.48	34.95	4631.0	16413.7598	0.0	2018.05	0.7928	112.09	14.03
1.5978	23916.0	60.88	34.71	4639.0		0.0	2017.8101	0.7998	114.19	14.73
1.6008	2900.0	60.25	34.66	4624.0	16862.4707	10758.0996	2012.1	0.8003	113.29	14.89
1.5976	23695.5996	61.15	34.9	4621.0	16937.3203	10824.0996	2023.5699	0.7966	114.51	14.17
1.5903	23649.3008	61.23	35.31	4638.0	16792.4805	0.0	2031.21	0.8013	114.72	13.67
1.5844	23550.1992	61.47	35.66	4633.0	16880.3809	0.0	2031.92	0.8077	114.97	13.12
1.5871	23744.6992	61.93	35.88	4652.0	16780.5293	0.0	2038.26	0.8025	114.65	12.67
1.5873	23808.3008	61.37	35.79	4661.0	17124.1094	10907.5	2039.6801	0.8045	115.81	12.92
1.583	23938.1992	60.56	35.97	4675.0	17197.0508	0.0	2038.25	0.8015	115.15	13.02
1.5735	24019.9004	60.23	35.84	4680.0	17392.7891	0.0	2039.33	0.8045	115.8	13.79
1.5646	24087.4004	60.28	35.69	4689.0	17490.8301	0.0	2039.8199	0.8015	116.5	13.31
1.5649	2800.0	60.38	35.6	4671.0	16973.8008	10883.2998	2041.3199	0.7988	116.45	13.99
1.5645	0.298	60.53	35.47	4702.0	17344.0605	10941.7002	2051.8	0.8033	116.63	13.86
1.5667	2800.0	60.6	35.48	4676.0	17288.75	10927.5	2048.72	0.7979	117.7	13.96
1.5703	23349.5996	60.12	35.39	4702.0	17300.8594	0.0	2052.75	0.7974	118.14	13.58
1.5678	23437.0996	60.45	35.53	4713.0	17357.5098	11025.7002	2063.5	0.7971	117.58	12.9
1.5698	23893.0996	60.96	35.62	4755.0		0.0	2069.4099	0.8081	118.4	12.62
1.5726	23843.9004	60.3	35.3	4758.0	17407.6191	0.0	2067.03	0.8043	117.86	12.25
1.5793	0.284	60.34	35.12	4787.0	17383.5801	11047.9004	2072.8301	0.8012	117.54	12.07
1.5723					17248.5			0.7996	117.83	
1.5663	23987.4004	60.16	35.18	4792.0	17459.8496	10955.4004	2067.5601	0.8024	118.69	13.33
1.5722	23367.4004	60.0	35.1	4727.0	17590.0996	10888.4004	2053.4399	0.804	118.32	14.16
1.5652	23654.3008	61.08	35.77	4756.0	17663.2207	0.0	2066.55	0.8019	119.13	12.85
1.5713	23428.5996	61.54	36.52	4774.0	17720.4297	0.0	2074.3301	0.8072	119.64	12.5
1.57	0.265	61.38	36.79	4769.0	17887.2109	0.0	2071.9199	0.8119	119.73	12.38
1.5592	24002.5996	62.7	37.24	4781.0	17920.4492	0.0	2075.3701	0.8073	121.41	11.89
1.562	24047.6992	62.67	38.0	4741.0	17935.6406	0.0	2060.3101	0.8134	120.93	14.21
1.5691	23485.8008	62.45	38.1	4766.0	17813.3809	10847.4004	2059.8201	0.812	118.98	15.35
1.5694	23524.5	60.68	37.39	4684.0	17412.5801	10662.2002	2026.14	0.8068	118.78	18.53
1.5698	23312.5	61.14	37.4	4708.0	17257.4004	0.0	2035.33	0.8017	119.44	20.08
1.57	2700.0	60.04	36.25	4654.0	17371.5801	0.0	2002.33	0.8068	118.54	21.08
1.5614	23027.8008	59.16	35.93	4605.0	17099.4004	10411.2002	1989.63	0.8023	118.39	20.42
1.5729	22670.5	58.43	35.52	4548.0	16755.3203	0.0	1972.74	0.8036	117.2	23.57
1.5643	0.264	59.77	36.73	4644.0	16819.7305	0.0	2012.89	0.7992	117.41	19.44
1.5634	22832.1992	61.48	38.1	4748.0	17210.0508	0.0	2061.23	0.8104	118.85	16.81
1.5638	23116.5996	61.93	38.51	4765.0	17621.4004	0.0	2070.6499	0.8136	119.44	16.49
1.5629	23408.5996	61.94	38.57	4781.0	17635.1406	0.0	2078.54	0.8179	119.93	15.25
1.5522	23333.6992	62.48	38.95	4765.0		0.0	2082.1699	0.8181	120.7	14.8
1.5543	0.292	62.48	38.81	4773.0	17854.2305	10955.0996	2081.8799	0.8214	120.43	14.37
					17808.75			0.8198		
	0.292	62.55	38.72	4807.0	17818.9609	0.0	2088.77	0.819		14.5
1.5529	23773.1992	62.96	38.96	4807.0	17729.8398	0.0	2090.5701	0.8217	120.58	15.06
1.556	2400.0	63.15	39.0	4777.0	17450.7695	0.0	2080.3501	0.8228	119.38	15.92
1.5608	23605.0	62.58	38.8	4736.0		0.0	2058.8999	0.8222	119.33	19.2
								0.8265		
1.5388	23857.8008	62.49	38.71	4727.0		0.0	2058.2	0.8272	120.2	17.79
1.524	23721.3008	60.55	37.5	4653.0	17408.7109	0.0	2020.58	0.8371	119.59	19.92
1.517	23485.4004	58.98	36.42	4593.0	16883.1895	10514.9004	2002.61	0.8376	118.71	21.12
1.5063	23681.3008	59.07	36.94	4650.0	16885.3301	10627.0996	2025.9	0.8421	119.45	19.31
1.5082	23835.5	60.39	37.49	4736.0	17167.0996	10800.5	2062.1399	0.8449	119.68	17.01
1.5148	23919.9004	59.34	36.88	4704.0	17197.7305	10711.4004	2044.8101	0.8477	118.87	17.55
1.5137	24026.5	58.83	36.37	4665.0		10640.7002	2028.26	0.8424	118.65	19.6
1.5176	24216.0	58.84	36.03	4662.0	17087.7109	10623.0	2023.03	0.8452	118.5	20.56
1.5213	24112.5996	56.81	35.21	4639.0	16795.9609	0.0	2011.27	0.849	116.9	21.48
1.5168	24350.9004	54.99	34.58	4571.0	17108.6992	0.0	1992.67	0.8485	116.89	22.39
1.5113	24103.5	55.93	34.89	4634.0	16864.1602	10660.2998	2019.42	0.8593	117.65	20.95
1.5158					17014.2891			0.8646	117.53	
1.5195	23951.1992	55.71	34.75	4655.0	17366.3008	10658.5996	2022.55	0.8622	118.34	19.89
1.5116	24352.5996	55.89	34.73	4667.0	17280.4805	10720.4004	2032.12	0.866	117.75	18.85
1.5086	24522.5996	57.59	35.53	4750.0	17329.0195	10859.2998	2063.1499	0.8609	117.93	16.4
1.5026	24850.4004	56.68	35.15	4758.0	17511.75	10788.2998	2051.8201	0.8813	117.84	16.66
1.5051	24909.9004	56.77	35.11	4772.0	17468.5195	10847.2002	2057.0901	0.8988	118.42	15.52
1.5205	24807.3008	56.2	34.66	4682.0	17768.3008	10781.7998	2029.55	0.8891	117.49	17.22
1.5179	2300.0	54.75	33.77	4638.0	17795.7305	10603.9004	2002.16	0.8797	117.73	20.44
1.5077	24595.8008	55.67	34.37	4683.0	17606.2207	10691.5996	2021.25	0.8864	118.07	18.76
1.5018	24507.0996	54.38	33.81	4635.0	17674.3906	10537.2002	1994.99	0.8822	117.45	20.97
1.5035	0.246	55.47	34.42	4677.0	17558.0391	10669.0	2020.85	0.8842	117.26	19.43
1.5114	24554.8008	56.72	35.04	4728.0	17335.8496	10847.4004	2050.03	0.8817	117.53	17.33
1.5215	24679.8008	56.38	34.77	4717.0	17678.7402	10775.0	2041.51	0.8728	117.53	18.33
1.5286	24765.5	56.77	34.93	4765.0	17504.6191	10896.0996	2062.52	0.8835	117.47	16.85
1.5269	24679.4004	57.89	35.79	4744.0	17648.5	10847.5	2055.47	0.8717	119.01	17.29
1.524	24521.0	57.82	35.63	4726.0	17711.9297	0.0	2046.74	0.8838	118.57	18.55
1.526	0.27	58.46	36.16	4788.0	17652.6797	0.0	2068.5901	0.8829	119.27	17.23
1.5266	24315.0	58.37	36.37	4801.0		0.0	2068.53	0.8832	120.37	16.96
1.5363	24422.1992	59.57	36.9	4858.0	17979.7207	10995.2998	2088.48	0.884	118.99	15.34
1.5393	24682.5	59.67	36.78	4894.0	17913.3594	11042.7002	2096.99	0.8769	118.67	14.69
1.5379					18004.7695			0.8772	118.49	
1.5336	2100.0	60.1	36.92	4899.0	17987.0898	11054.5	2100.3401	0.8823	118.99	15.8
1.5447	2100.0	59.37	36.37	4906.0	18199.1699	0.0	2099.6799	0.8768	119.15	15.45
1.5439	0.29	59.23	36.33	4925.0	18264.7891	11038.2998	2097.45	0.8772	119.01	15.29
1.5374	20.53	59.8	36.74	4956.0	18332.3008	0.0	2110.3	0.8798	118.74	14.3
1.5449	24836.8008	59.35	36.27	4961.0	18466.9199	11074.5996	2109.6599	0.8786	118.9	14.56
1.5459	24750.0996	60.82	36.74	4968.0	18603.4805	11122.0996	2115.48	0.8824	119.2	13.69
1.5488	24778.3008	61.14	36.59	4967.0	18585.1992	11117.9004	2113.8601	0.8819	118.85	13.84
1.541	2400.0	61.58	36.06	4988.0	18785.7891	11082.0996	2110.74	0.88	119.36	13.91
1.5451	24823.3008	61.28	35.79	4964.0	18797.9395	11062.7998	2104.5	0.8924	119.53	13.34
1.5362	24887.4004	61.77	36.24	5008.0	18826.8809	11102.7998	2117.3899	0.8959	120.13	13.04
1.5372	24702.8008	61.97	35.82	4980.0	18815.1602	11051.2002	2107.78	0.8945	119.58	13.86
1.5269	24465.4004	62.13	35.09	4967.0	18703.5996	0.0	2098.53	0.8943	119.65	14.23
1.5237	24193.0	62.0	35.52	4983.0	18751.8398	11014.2998	2101.04	0.9024	120.16	14.04
1.5061	24164.0	60.89	35.53	4927.0	18971.0	10842.2002	2071.26	0.9064	121.15	15.2
1.5096	24123.0996	61.5	35.67	4942.0	18790.5508	0.0	2079.4299	0.922	121.18	15.06
1.5085	23897.0	59.96	34.88	4860.0	18665.1094	0.0	2044.16	0.9231	121.21	16.69
1.4945	23718.0	60.24	34.95	4850.0	18723.5195	0.0	2040.24	0.9338	121.51	16.87
1.4905	23798.0	61.37	37.09	4893.0	18991.1094	0.0	2065.95	0.948	121.29	15.42
1.4755	23823.1992	61.0	36.35	4872.0	19254.25	0.0	2053.3999	0.9411	121.17	16.0
1.48	23949.5996	61.85	36.73	4930.0	19246.0605	0.0	2081.1899	0.954	121.31	15.61
1.4743	23901.5	61.61	36.55	4937.0	19437.0	0.0	2074.28	0.9458	121.29	15.66
1.4686	24120.0996	61.75	36.73	4983.0	19544.4805	0.0	2099.5	0.9436	120.92	13.97
1.4727	24468.9004	61.2	36.11	4992.0	19476.5605	0.0	2089.27	0.9217	120.91	14.07
1.4922	24375.1992	61.75	36.5	5026.0	19560.2207	0.0	2108.1001	0.9373	120.28	13.02
1.4936	0.179	61.14	36.31	5011.0	19754.3594	0.0	2104.4199	0.9236	119.75	13.41
1.4868	24399.5996	60.46	36.24	4995.0	19713.4492	0.0	2091.5	0.9137	119.93	13.62
1.4915	24528.1992	59.61	35.45	4877.0	19746.1992	0.0	2061.05	0.9173	119.38	15.44
1.4843	24497.0996	59.54	35.62	4863.0	19471.1191	0.0	2056.1499	0.9124	119.02	15.8
1.4878	24486.1992	59.55	35.83	4891.0	19285.6309	0.0	2061.02	0.9186	119.16	15.07
1.4806	2400.0	60.96	36.31	4947.0	19411.4004	0.0	2086.24	0.9187	119.99	14.51
1.4847	24900.9004	60.58	35.69	4901.0	19206.9902	0.0	2067.8899	0.9233	119.91	15.29
1.4816	25082.8008	59.95	35.97	4880.0	19034.8398	0.0	2059.6899	0.9313	119.65	15.11
1.4828	25275.5996	60.52	36.06	4887.0	19312.7891	10953.2002	2066.96	0.9285	119.75	14.67
					19435.0801			0.9199		
	2000.0	60.47	35.91	4917.0	19397.9805	0.0	2080.6201	0.909		14.74
